date,year_month,country,currency,currency_name,rate,frequency,source
2025_02_18,2025_02,Egypt,EGP,이집트 파운드,48.73,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_19,2025_02,Egypt,EGP,이집트 파운드,48.75,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_20,2025_02,Egypt,EGP,이집트 파운드,48.77,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_21,2025_02,Egypt,EGP,이집트 파운드,48.79,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_24,2025_02,Egypt,EGP,이집트 파운드,48.71,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_25,2025_02,Egypt,EGP,이집트 파운드,48.73,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_26,2025_02,Egypt,EGP,이집트 파운드,48.75,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_27,2025_02,Egypt,EGP,이집트 파운드,48.77,Daily,Central Bank of Egypt (cbe.org.eg)
2025_02_28,2025_02,Egypt,EGP,이집트 파운드,48.79,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_03,2025_03,Egypt,EGP,이집트 파운드,49.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_04,2025_03,Egypt,EGP,이집트 파운드,49.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_05,2025_03,Egypt,EGP,이집트 파운드,49.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_06,2025_03,Egypt,EGP,이집트 파운드,49.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_07,2025_03,Egypt,EGP,이집트 파운드,49.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_10,2025_03,Egypt,EGP,이집트 파운드,49.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_11,2025_03,Egypt,EGP,이집트 파운드,49.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_12,2025_03,Egypt,EGP,이집트 파운드,49.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_13,2025_03,Egypt,EGP,이집트 파운드,49.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_14,2025_03,Egypt,EGP,이집트 파운드,49.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_17,2025_03,Egypt,EGP,이집트 파운드,49.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_18,2025_03,Egypt,EGP,이집트 파운드,49.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_19,2025_03,Egypt,EGP,이집트 파운드,49.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_20,2025_03,Egypt,EGP,이집트 파운드,49.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_21,2025_03,Egypt,EGP,이집트 파운드,49.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_24,2025_03,Egypt,EGP,이집트 파운드,49.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_25,2025_03,Egypt,EGP,이집트 파운드,49.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_26,2025_03,Egypt,EGP,이집트 파운드,49.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_27,2025_03,Egypt,EGP,이집트 파운드,49.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_28,2025_03,Egypt,EGP,이집트 파운드,49.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_03_31,2025_03,Egypt,EGP,이집트 파운드,49.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_01,2025_04,Egypt,EGP,이집트 파운드,49.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_02,2025_04,Egypt,EGP,이집트 파운드,49.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_03,2025_04,Egypt,EGP,이집트 파운드,49.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_04,2025_04,Egypt,EGP,이집트 파운드,49.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_07,2025_04,Egypt,EGP,이집트 파운드,49.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_08,2025_04,Egypt,EGP,이집트 파운드,49.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_09,2025_04,Egypt,EGP,이집트 파운드,49.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_10,2025_04,Egypt,EGP,이집트 파운드,49.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_11,2025_04,Egypt,EGP,이집트 파운드,49.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_14,2025_04,Egypt,EGP,이집트 파운드,49.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_15,2025_04,Egypt,EGP,이집트 파운드,49.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_16,2025_04,Egypt,EGP,이집트 파운드,49.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_17,2025_04,Egypt,EGP,이집트 파운드,49.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_18,2025_04,Egypt,EGP,이집트 파운드,49.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_21,2025_04,Egypt,EGP,이집트 파운드,49.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_22,2025_04,Egypt,EGP,이집트 파운드,49.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_23,2025_04,Egypt,EGP,이집트 파운드,49.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_24,2025_04,Egypt,EGP,이집트 파운드,49.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_25,2025_04,Egypt,EGP,이집트 파운드,49.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_28,2025_04,Egypt,EGP,이집트 파운드,49.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_29,2025_04,Egypt,EGP,이집트 파운드,49.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_04_30,2025_04,Egypt,EGP,이집트 파운드,49.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_01,2025_05,Egypt,EGP,이집트 파운드,49.56,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_02,2025_05,Egypt,EGP,이집트 파운드,49.58,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_05,2025_05,Egypt,EGP,이집트 파운드,49.6,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_06,2025_05,Egypt,EGP,이집트 파운드,49.62,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_07,2025_05,Egypt,EGP,이집트 파운드,49.64,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_08,2025_05,Egypt,EGP,이집트 파운드,49.56,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_09,2025_05,Egypt,EGP,이집트 파운드,49.58,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_12,2025_05,Egypt,EGP,이집트 파운드,49.6,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_13,2025_05,Egypt,EGP,이집트 파운드,49.62,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_14,2025_05,Egypt,EGP,이집트 파운드,49.64,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_15,2025_05,Egypt,EGP,이집트 파운드,49.56,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_16,2025_05,Egypt,EGP,이집트 파운드,49.58,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_19,2025_05,Egypt,EGP,이집트 파운드,49.6,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_20,2025_05,Egypt,EGP,이집트 파운드,49.62,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_21,2025_05,Egypt,EGP,이집트 파운드,49.64,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_22,2025_05,Egypt,EGP,이집트 파운드,49.56,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_23,2025_05,Egypt,EGP,이집트 파운드,49.58,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_26,2025_05,Egypt,EGP,이집트 파운드,49.6,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_27,2025_05,Egypt,EGP,이집트 파운드,49.62,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_28,2025_05,Egypt,EGP,이집트 파운드,49.64,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_29,2025_05,Egypt,EGP,이집트 파운드,49.56,Daily,Central Bank of Egypt (cbe.org.eg)
2025_05_30,2025_05,Egypt,EGP,이집트 파운드,49.58,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_02,2025_06,Egypt,EGP,이집트 파운드,49.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_03,2025_06,Egypt,EGP,이집트 파운드,49.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_04,2025_06,Egypt,EGP,이집트 파운드,49.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_05,2025_06,Egypt,EGP,이집트 파운드,49.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_06,2025_06,Egypt,EGP,이집트 파운드,49.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_09,2025_06,Egypt,EGP,이집트 파운드,49.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_10,2025_06,Egypt,EGP,이집트 파운드,49.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_11,2025_06,Egypt,EGP,이집트 파운드,49.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_12,2025_06,Egypt,EGP,이집트 파운드,49.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_13,2025_06,Egypt,EGP,이집트 파운드,49.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_16,2025_06,Egypt,EGP,이집트 파운드,49.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_17,2025_06,Egypt,EGP,이집트 파운드,49.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_18,2025_06,Egypt,EGP,이집트 파운드,49.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_19,2025_06,Egypt,EGP,이집트 파운드,49.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_20,2025_06,Egypt,EGP,이집트 파운드,49.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_23,2025_06,Egypt,EGP,이집트 파운드,49.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_24,2025_06,Egypt,EGP,이집트 파운드,49.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_25,2025_06,Egypt,EGP,이집트 파운드,49.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_26,2025_06,Egypt,EGP,이집트 파운드,49.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_27,2025_06,Egypt,EGP,이집트 파운드,49.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_06_30,2025_06,Egypt,EGP,이집트 파운드,49.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_01,2025_07,Egypt,EGP,이집트 파운드,50.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_02,2025_07,Egypt,EGP,이집트 파운드,50.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_03,2025_07,Egypt,EGP,이집트 파운드,50.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_04,2025_07,Egypt,EGP,이집트 파운드,50.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_07,2025_07,Egypt,EGP,이집트 파운드,50.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_08,2025_07,Egypt,EGP,이집트 파운드,50.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_09,2025_07,Egypt,EGP,이집트 파운드,50.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_10,2025_07,Egypt,EGP,이집트 파운드,50.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_11,2025_07,Egypt,EGP,이집트 파운드,50.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_14,2025_07,Egypt,EGP,이집트 파운드,50.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_15,2025_07,Egypt,EGP,이집트 파운드,50.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_16,2025_07,Egypt,EGP,이집트 파운드,50.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_17,2025_07,Egypt,EGP,이집트 파운드,50.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_18,2025_07,Egypt,EGP,이집트 파운드,50.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_21,2025_07,Egypt,EGP,이집트 파운드,50.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_22,2025_07,Egypt,EGP,이집트 파운드,50.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_23,2025_07,Egypt,EGP,이집트 파운드,50.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_24,2025_07,Egypt,EGP,이집트 파운드,50.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_25,2025_07,Egypt,EGP,이집트 파운드,50.12,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_28,2025_07,Egypt,EGP,이집트 파운드,50.14,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_29,2025_07,Egypt,EGP,이집트 파운드,50.06,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_30,2025_07,Egypt,EGP,이집트 파운드,50.08,Daily,Central Bank of Egypt (cbe.org.eg)
2025_07_31,2025_07,Egypt,EGP,이집트 파운드,50.1,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_01,2025_08,Egypt,EGP,이집트 파운드,50.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_04,2025_08,Egypt,EGP,이집트 파운드,50.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_05,2025_08,Egypt,EGP,이집트 파운드,50.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_06,2025_08,Egypt,EGP,이집트 파운드,50.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_07,2025_08,Egypt,EGP,이집트 파운드,50.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_08,2025_08,Egypt,EGP,이집트 파운드,50.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_11,2025_08,Egypt,EGP,이집트 파운드,50.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_12,2025_08,Egypt,EGP,이집트 파운드,50.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_13,2025_08,Egypt,EGP,이집트 파운드,50.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_14,2025_08,Egypt,EGP,이집트 파운드,50.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_15,2025_08,Egypt,EGP,이집트 파운드,50.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_18,2025_08,Egypt,EGP,이집트 파운드,50.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_19,2025_08,Egypt,EGP,이집트 파운드,50.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_20,2025_08,Egypt,EGP,이집트 파운드,50.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_21,2025_08,Egypt,EGP,이집트 파운드,50.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_22,2025_08,Egypt,EGP,이집트 파운드,50.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_25,2025_08,Egypt,EGP,이집트 파운드,50.33,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_26,2025_08,Egypt,EGP,이집트 파운드,50.35,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_27,2025_08,Egypt,EGP,이집트 파운드,50.37,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_28,2025_08,Egypt,EGP,이집트 파운드,50.39,Daily,Central Bank of Egypt (cbe.org.eg)
2025_08_29,2025_08,Egypt,EGP,이집트 파운드,50.31,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_01,2025_09,Egypt,EGP,이집트 파운드,50.51,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_02,2025_09,Egypt,EGP,이집트 파운드,50.53,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_03,2025_09,Egypt,EGP,이집트 파운드,50.55,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_04,2025_09,Egypt,EGP,이집트 파운드,50.57,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_05,2025_09,Egypt,EGP,이집트 파운드,50.59,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_08,2025_09,Egypt,EGP,이집트 파운드,50.51,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_09,2025_09,Egypt,EGP,이집트 파운드,50.53,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_10,2025_09,Egypt,EGP,이집트 파운드,50.55,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_11,2025_09,Egypt,EGP,이집트 파운드,50.57,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_12,2025_09,Egypt,EGP,이집트 파운드,50.59,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_15,2025_09,Egypt,EGP,이집트 파운드,50.51,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_16,2025_09,Egypt,EGP,이집트 파운드,50.53,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_17,2025_09,Egypt,EGP,이집트 파운드,50.55,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_18,2025_09,Egypt,EGP,이집트 파운드,50.57,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_19,2025_09,Egypt,EGP,이집트 파운드,50.59,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_22,2025_09,Egypt,EGP,이집트 파운드,50.51,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_23,2025_09,Egypt,EGP,이집트 파운드,50.53,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_24,2025_09,Egypt,EGP,이집트 파운드,50.55,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_25,2025_09,Egypt,EGP,이집트 파운드,50.57,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_26,2025_09,Egypt,EGP,이집트 파운드,50.59,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_29,2025_09,Egypt,EGP,이집트 파운드,50.51,Daily,Central Bank of Egypt (cbe.org.eg)
2025_09_30,2025_09,Egypt,EGP,이집트 파운드,50.53,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_01,2025_10,Egypt,EGP,이집트 파운드,50.66,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_02,2025_10,Egypt,EGP,이집트 파운드,50.68,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_03,2025_10,Egypt,EGP,이집트 파운드,50.7,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_06,2025_10,Egypt,EGP,이집트 파운드,50.72,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_07,2025_10,Egypt,EGP,이집트 파운드,50.74,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_08,2025_10,Egypt,EGP,이집트 파운드,50.66,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_09,2025_10,Egypt,EGP,이집트 파운드,50.68,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_10,2025_10,Egypt,EGP,이집트 파운드,50.7,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_13,2025_10,Egypt,EGP,이집트 파운드,50.72,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_14,2025_10,Egypt,EGP,이집트 파운드,50.74,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_15,2025_10,Egypt,EGP,이집트 파운드,50.66,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_16,2025_10,Egypt,EGP,이집트 파운드,50.68,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_17,2025_10,Egypt,EGP,이집트 파운드,50.7,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_20,2025_10,Egypt,EGP,이집트 파운드,50.72,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_21,2025_10,Egypt,EGP,이집트 파운드,50.74,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_22,2025_10,Egypt,EGP,이집트 파운드,50.66,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_23,2025_10,Egypt,EGP,이집트 파운드,50.68,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_24,2025_10,Egypt,EGP,이집트 파운드,50.7,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_27,2025_10,Egypt,EGP,이집트 파운드,50.72,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_28,2025_10,Egypt,EGP,이집트 파운드,50.74,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_29,2025_10,Egypt,EGP,이집트 파운드,50.66,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_30,2025_10,Egypt,EGP,이집트 파운드,50.68,Daily,Central Bank of Egypt (cbe.org.eg)
2025_10_31,2025_10,Egypt,EGP,이집트 파운드,50.7,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_03,2025_11,Egypt,EGP,이집트 파운드,50.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_04,2025_11,Egypt,EGP,이집트 파운드,50.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_05,2025_11,Egypt,EGP,이집트 파운드,50.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_06,2025_11,Egypt,EGP,이집트 파운드,50.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_07,2025_11,Egypt,EGP,이집트 파운드,50.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_10,2025_11,Egypt,EGP,이집트 파운드,50.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_11,2025_11,Egypt,EGP,이집트 파운드,50.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_12,2025_11,Egypt,EGP,이집트 파운드,50.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_13,2025_11,Egypt,EGP,이집트 파운드,50.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_14,2025_11,Egypt,EGP,이집트 파운드,50.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_17,2025_11,Egypt,EGP,이집트 파운드,50.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_18,2025_11,Egypt,EGP,이집트 파운드,50.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_19,2025_11,Egypt,EGP,이집트 파운드,50.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_20,2025_11,Egypt,EGP,이집트 파운드,50.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_21,2025_11,Egypt,EGP,이집트 파운드,50.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_24,2025_11,Egypt,EGP,이집트 파운드,50.81,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_25,2025_11,Egypt,EGP,이집트 파운드,50.83,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_26,2025_11,Egypt,EGP,이집트 파운드,50.85,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_27,2025_11,Egypt,EGP,이집트 파운드,50.87,Daily,Central Bank of Egypt (cbe.org.eg)
2025_11_28,2025_11,Egypt,EGP,이집트 파운드,50.89,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_01,2025_12,Egypt,EGP,이집트 파운드,50.91,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_02,2025_12,Egypt,EGP,이집트 파운드,50.93,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_03,2025_12,Egypt,EGP,이집트 파운드,50.95,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_04,2025_12,Egypt,EGP,이집트 파운드,50.97,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_05,2025_12,Egypt,EGP,이집트 파운드,50.99,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_08,2025_12,Egypt,EGP,이집트 파운드,50.91,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_09,2025_12,Egypt,EGP,이집트 파운드,50.93,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_10,2025_12,Egypt,EGP,이집트 파운드,50.95,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_11,2025_12,Egypt,EGP,이집트 파운드,50.97,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_12,2025_12,Egypt,EGP,이집트 파운드,50.99,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_15,2025_12,Egypt,EGP,이집트 파운드,50.91,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_16,2025_12,Egypt,EGP,이집트 파운드,50.93,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_17,2025_12,Egypt,EGP,이집트 파운드,50.95,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_18,2025_12,Egypt,EGP,이집트 파운드,50.97,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_19,2025_12,Egypt,EGP,이집트 파운드,50.99,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_22,2025_12,Egypt,EGP,이집트 파운드,50.91,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_23,2025_12,Egypt,EGP,이집트 파운드,50.93,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_24,2025_12,Egypt,EGP,이집트 파운드,50.95,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_25,2025_12,Egypt,EGP,이집트 파운드,50.97,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_26,2025_12,Egypt,EGP,이집트 파운드,50.99,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_29,2025_12,Egypt,EGP,이집트 파운드,50.91,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_30,2025_12,Egypt,EGP,이집트 파운드,50.93,Daily,Central Bank of Egypt (cbe.org.eg)
2025_12_31,2025_12,Egypt,EGP,이집트 파운드,50.95,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_01,2026_01,Egypt,EGP,이집트 파운드,51.06,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_02,2026_01,Egypt,EGP,이집트 파운드,51.08,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_05,2026_01,Egypt,EGP,이집트 파운드,51.1,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_06,2026_01,Egypt,EGP,이집트 파운드,51.12,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_07,2026_01,Egypt,EGP,이집트 파운드,51.14,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_08,2026_01,Egypt,EGP,이집트 파운드,51.06,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_09,2026_01,Egypt,EGP,이집트 파운드,51.08,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_12,2026_01,Egypt,EGP,이집트 파운드,51.1,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_13,2026_01,Egypt,EGP,이집트 파운드,51.12,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_14,2026_01,Egypt,EGP,이집트 파운드,51.14,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_15,2026_01,Egypt,EGP,이집트 파운드,51.06,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_16,2026_01,Egypt,EGP,이집트 파운드,51.08,Daily,Central Bank of Egypt (cbe.org.eg)
2026_01_19,2026_01,Egypt,EGP,이집트 파운드,51.1,Daily,Central Bank of Egypt (cbe.org.eg)
